unix_time,frame_ts_us,id,cx,cy,vx,vy,bx,by,pbx,pby,w,h,processing_time
1763666366.0519106,149175000,5,263.5108337402344,233.22398376464844,51.96021,33.912663,13,11,13,11,51,51,0.0
1763666366.0519106,149175000,2,559.4465942382812,446.29107666015625,-14.99081,38.811344,27,22,27,22,36,64,0.0
1763666366.0519106,149175000,4,478.6291809082031,235.46376037597656,-1.2562186,54.762177,23,11,23,12,31,59,0.0
1763666366.0519106,149175000,3,551.7387084960938,201.18853759765625,-48.56299,45.4353,27,10,27,10,37,45,0.0
1763666366.0519106,149175000,1,214.6391143798828,67.60731506347656,-3.8677053,-49.184193,10,3,10,3,30,42,0.0
1763666366.0851877,149205000,5,264.75921630859375,234.2370147705078,39.03631,31.67698,13,11,13,11,52,50,0.0
1763666366.0851877,149205000,2,559.095458984375,447.1229553222656,-10.979826,26.012436,27,22,27,22,34,63,0.0
1763666366.0851877,149205000,4,478.7126770019531,237.64459228515625,2.6108816,68.193535,23,11,23,12,31,60,0.0
1763666366.0851877,149205000,3,550.4921875,202.89410400390625,-38.978096,53.33222,27,10,27,10,35,37,0.0
1763666366.0851877,149205000,1,217.65887451171875,65.63784790039062,94.42641,-61.584267,10,3,11,2,21,41,0.0
1763666366.117689,149240000,5,267.1928405761719,236.2010498046875,67.652176,54.59809,13,11,13,12,51,43,0.0
1763666366.117689,149240000,2,559.141845703125,447.1730651855469,1.2895015,1.3930011,27,22,27,22,34,61,0.0
1763666366.117689,149240000,4,478.63702392578125,240.77037048339844,-2.1030753,86.89332,23,12,23,12,31,56,0.0
1763666366.117689,149240000,3,548.6427612304688,204.4371337890625,-51.41209,42.894592,27,10,27,10,37,38,0.0
1763666366.117689,149240000,1,214.46945190429688,63.7443733215332,-88.66257,-52.636585,10,3,10,2,30,43,0.0
1763666366.1501775,149275000,5,268.85845947265625,237.10655212402344,51.70149,28.10716,13,11,13,12,50,43,0.0
1763666366.1501775,149275000,2,559.5484008789062,446.65667724609375,12.619638,-16.028893,27,22,28,22,35,57,0.0
1763666366.1501775,149275000,4,478.5985107421875,242.74859619140625,-1.1954648,61.40493,23,12,23,12,32,54,0.0
1763666366.1501775,149275000,3,547.4395751953125,205.72381591796875,-37.347385,39.939137,27,10,27,10,38,40,0.0
1763666366.1501775,149275000,1,214.5417938232422,61.69614028930664,2.2455227,-63.577988,10,3,10,2,30,43,0.0
1763666366.1811228,149305000,5,269.97882080078125,237.81881713867188,35.403187,22.50743,13,11,13,12,48,43,0.0
1763666366.1811228,149305000,2,559.8370361328125,446.0658874511719,9.120815,-18.668837,27,22,28,22,35,56,0.0
1763666366.1811228,149305000,4,478.6573181152344,244.22943115234375,1.8583009,46.794083,23,12,23,12,31,53,0.0
1763666366.1811228,149305000,3,546.6834106445312,206.39784240722656,-23.894646,21.299099,27,10,27,10,36,39,0.0
1763666366.1811228,149305000,1,214.8407440185547,60.37963104248047,9.446765,-41.60142,10,3,10,2,30,39,0.0
1763666366.2187984,149340000,5,272.2641296386719,239.62277221679688,63.686607,50.27232,13,11,14,12,47,46,0.0
1763666366.2187984,149340000,2,560.5968017578125,444.3213806152344,21.173021,-48.615627,28,22,28,21,36,57,0.0
1763666366.2187984,149340000,4,478.58380126953125,246.25326538085938,-2.0487552,56.399876,23,12,23,12,31,55,0.0
1763666366.2187984,149340000,3,545.2615966796875,207.56134033203125,-39.622875,32.424168,27,10,26,10,37,39,0.0
1763666366.2187984,149340000,1,214.30322265625,57.41613006591797,-14.979556,-82.58635,10,2,10,2,31,41,0.0
1763666366.2510042,149375000,5,273.7059631347656,240.94775390625,44.376766,40.7803,13,12,14,12,45,48,0.0
1763666366.2510042,149375000,2,561.195556640625,442.7879943847656,18.428484,-47.194576,28,22,28,21,36,58,0.0
1763666366.2510042,149375000,4,479.0534362792969,248.81068420410156,14.454431,78.71226,23,12,24,13,32,55,0.0
1763666366.2510042,149375000,3,543.716064453125,208.82919311523438,-47.568405,39.021984,27,10,26,10,36,41,0.0
1763666366.2510042,149375000,1,214.04856872558594,55.822444915771484,-7.837741,-49.050457,10,2,10,2,31,42,0.0
1763666366.2808497,149405000,5,275.1712951660156,242.73104858398438,46.218533,56.2475,13,12,14,12,43,50,0.0
1763666366.2808497,149405000,2,562.117431640625,440.52935791015625,29.077171,-71.24042,28,22,28,21,38,58,0.0
1763666366.2808497,149405000,4,479.2484436035156,250.90403747558594,6.1507916,66.02716,23,12,24,13,32,54,0.0
1763666366.2808497,149405000,3,542.2343139648438,210.1518096923828,-46.736393,41.717094,27,10,26,10,38,39,0.0
1763666366.2808497,149405000,1,213.5458984375,53.64090347290039,-15.854894,-68.80874,10,2,10,2,32,40,0.0
1763666366.3211994,149440000,5,276.48052978515625,244.14068603515625,36.3799,39.16981,13,12,14,12,43,52,0.0
1763666366.3211994,149440000,2,563.1207885742188,438.4007873535156,27.880432,-59.146915,28,21,28,21,39,52,0.0
1763666366.3211994,149440000,4,479.5827331542969,252.73843383789062,9.288955,50.972652,23,12,24,13,33,54,0.0
1763666366.3211994,149440000,3,540.4318237304688,211.35337829589844,-50.08607,33.388172,27,10,26,10,40,39,0.0
1763666366.3211994,149440000,1,212.3947296142578,51.555728912353516,-31.987703,-57.941063,10,2,10,2,33,37,0.0
1763666366.349138,149475000,5,278.1933288574219,246.13758850097656,53.681244,62.585396,13,12,14,12,43,51,0.0
1763666366.349138,149475000,2,563.9119873046875,436.29998779296875,24.797148,-65.84166,28,21,28,21,38,54,0.0
1763666366.349138,149475000,4,480.1427307128906,254.59091186523438,17.551018,58.058956,24,12,24,13,33,55,0.0
1763666366.349138,149475000,3,538.670166015625,212.1938934326172,-55.212536,26.342787,26,10,26,10,42,39,0.0
1763666366.349138,149475000,1,210.9602508544922,50.15137481689453,-44.958344,-44.0142,10,2,10,2,32,36,0.0
1763666366.383202,149505000,5,279.29229736328125,247.39633178710938,34.21752,39.192272,13,12,14,12,43,51,0.0
1763666366.383202,149505000,2,564.4857177734375,434.6724853515625,17.863691,-50.673973,28,21,28,21,38,54,0.0
1763666366.383202,149505000,4,480.51861572265625,256.6143493652344,11.703568,63.00182,24,12,24,13,34,55,0.0
1763666366.383202,149505000,3,536.9163208007812,212.92266845703125,-54.607784,22.691164,26,10,26,10,43,38,0.0
1763666366.383202,149505000,1,210.12631225585938,48.35789489746094,-25.96554,-55.84185,10,2,10,1,33,37,0.0
1763666366.4185426,149540000,5,280.7152099609375,249.01820373535156,39.572247,45.105453,14,12,14,12,44,52,0.0
1763666366.4185426,149540000,2,565.226318359375,433.0577697753906,20.596647,-44.90643,28,21,28,21,38,53,0.0
1763666366.4185426,149540000,4,481.18206787109375,258.6236877441406,18.451094,55.88118,24,12,24,13,34,54,0.0
1763666366.4185426,149540000,3,535.648681640625,213.58621215820312,-35.25398,18.453638,26,10,26,10,43,37,0.0
1763666366.4185426,149540000,1,208.4840087890625,47.05668640136719,-45.673668,-36.187565,10,2,10,2,35,35,0.0
1763666366.4525058,149575000,5,281.9881591796875,250.65089416503906,39.898487,51.17398,14,12,14,12,43,51,0.0
1763666366.4525058,149575000,2,566.081298828125,430.7723693847656,26.797949,-71.632095,28,21,28,21,36,54,0.0
1763666366.4525058,149575000,4,481.7090148925781,260.399658203125,16.516283,55.66486,24,13,24,13,34,55,0.0
1763666366.4525058,149575000,3,534.0010986328125,214.2819366455078,-51.640766,21.806334,26,10,26,10,40,37,0.0
1763666366.4525058,149575000,1,207.39109802246094,46.20826721191406,-34.25548,-26.592297,10,2,10,2,34,33,0.0
1763666366.4829094,149605000,5,282.90191650390625,251.63525390625,28.522345,30.726154,14,12,14,12,42,51,0.0
1763666366.4829094,149605000,2,566.6090087890625,429.0626525878906,16.472126,-53.367706,28,21,28,21,35,54,0.0
1763666366.4829094,149605000,4,482.155029296875,262.3503723144531,13.922051,60.89028,24,13,24,13,34,54,0.0
1763666366.4829094,149605000,3,532.449951171875,214.8515167236328,-48.418068,17.779074,26,10,26,10,42,37,0.0
1763666366.4829094,149605000,1,206.49746704101562,45.374366760253906,-27.894114,-26.029665,10,2,10,2,33,32,0.0
1763666366.5190141,149640000,5,284.642333984375,253.6905059814453,47.843334,56.498,14,12,14,13,45,50,0.0
1763666366.5190141,149640000,2,567.2487182617188,427.2089538574219,17.58534,-50.957386,28,21,28,20,35,54,0.0
1763666366.5190141,149640000,4,482.8968505859375,264.408203125,20.39235,56.56889,24,13,24,13,34,55,0.0
1763666366.5190141,149640000,3,530.7444458007812,215.69247436523438,-46.883614,23.117565,26,10,26,10,42,36,0.0
1763666366.5190141,149640000,1,204.84451293945312,43.39634323120117,-45.439003,-54.375023,10,2,9,1,34,36,0.0
1763666366.5502832,149675000,5,286.02972412109375,255.15750122070312,43.960476,46.482822,14,12,14,13,46,50,0.0
1763666366.5502832,149675000,2,567.6400146484375,424.8402099609375,12.398513,-75.05539,28,21,28,20,34,55,0.0
1763666366.5502832,149675000,4,483.61175537109375,266.43206787109375,22.652283,64.12764,24,13,24,13,34,53,0.0
1763666366.5502832,149675000,3,528.8402709960938,216.2711639404297,-60.33518,18.336205,26,10,25,10,43,37,0.0
1763666366.5502832,149675000,1,203.4256591796875,42.020408630371094,-44.957424,-43.5975,10,2,9,1,36,35,0.0
1763666366.5813744,149705000,5,287.6079406738281,256.5660705566406,48.73888,43.499794,14,12,14,13,47,48,0.0
1763666366.5813744,149705000,2,568.2539672851562,423.1402587890625,18.96024,-52.49832,28,21,28,20,35,55,0.0
1763666366.5813744,149705000,4,484.7867431640625,268.4858093261719,36.28627,63.424164,24,13,24,13,36,51,0.0
1763666366.5813744,149705000,3,527.4841918945312,216.68443298339844,-41.878777,12.762679,26,10,26,10,42,37,0.0
1763666366.5813744,149705000,1,202.47390747070312,41.844852447509766,-29.392237,-5.4215703,10,2,9,2,35,37,0.0
1763666366.6189506,149740000,5,289.1256408691406,257.82733154296875,42.63209,35.428734,14,12,14,13,48,47,0.0
1763666366.6189506,149740000,2,568.9346313476562,420.9512023925781,19.119806,-61.49044,28,21,28,20,35,55,0.0
1763666366.6189506,149740000,4,485.6288757324219,270.0876770019531,23.655445,44.99635,24,13,24,13,35,52,0.0
1763666366.6189506,149740000,3,526.212158203125,217.23204040527344,-35.73134,15.382254,26,10,26,10,42,36,0.0
1763666366.6189506,149740000,1,201.4456024169922,42.47541046142578,-28.885017,17.71233,10,2,9,2,33,39,0.0
1763666366.647875,149770000,5,290.54986572265625,259.1598205566406,47.39022,44.337765,14,12,14,13,49,48,0.0
1763666366.647875,149770000,2,569.4822387695312,418.9587097167969,18.221306,-66.29899,28,20,28,20,35,54,0.0
1763666366.647875,149770000,4,486.2276306152344,271.7307434082031,19.923206,54.67204,24,13,24,13,34,53,0.0
1763666366.647875,149770000,3,524.3803100585938,218.15191650390625,-60.95364,30.60832,26,10,25,11,41,38,0.0
1763666366.647875,149770000,1,200.89459228515625,43.85298156738281,-18.334528,45.837845,10,2,9,2,31,39,0.0
1763666366.6825292,149800000,5,291.8379211425781,260.262451171875,41.792343,35.776035,14,13,14,13,49,48,0.0
1763666366.6825292,149800000,2,570.0748901367188,417.4717102050781,19.22921,-48.247295,28,20,28,20,34,53,0.0
1763666366.6825292,149800000,4,486.9266052246094,273.7754211425781,22.678982,66.34177,24,13,24,14,34,54,0.0
1763666366.6825292,149800000,3,523.0848999023438,218.72067260742188,-42.030975,18.453903,26,10,25,11,41,38,0.0
1763666366.6825292,149800000,1,200.6092071533203,45.27637481689453,-9.259627,46.18352,10,2,9,2,32,40,0.0
1763666366.71251,149835000,5,293.7663879394531,261.906982421875,61.35006,52.317257,14,13,15,13,48,49,0.0
1763666366.71251,149835000,2,570.712158203125,414.777587890625,20.273325,-85.707756,28,20,28,20,35,55,0.0
1763666366.71251,149835000,4,487.2734069824219,276.3426208496094,11.032759,81.66998,24,13,24,14,34,55,0.0
1763666366.71251,149835000,3,521.0425415039062,219.49073791503906,-64.97328,24.497986,26,10,25,11,42,37,0.0
1763666366.71251,149835000,1,200.74388122558594,47.29928207397461,4.2843685,64.354485,10,2,10,2,31,42,0.0
1763666366.7470767,149865000,5,295.19195556640625,263.0262756347656,39.440014,30.96657,14,13,15,13,47,49,0.0
1763666366.7470767,149865000,2,571.1821899414062,412.9234619140625,13.003984,-51.29659,28,20,28,20,35,55,0.0
1763666366.7470767,149865000,4,487.64434814453125,277.7478332519531,10.2625265,38.87686,24,13,24,14,33,55,0.0
1763666366.7470767,149865000,3,519.9039306640625,220.048583984375,-31.501017,15.433472,25,11,25,11,40,36,0.0
1763666366.7470767,149865000,1,201.26014709472656,49.645111083984375,14.283106,64.90013,10,2,10,2,32,43,0.0
1763666366.7783775,149900000,5,296.9764404296875,264.5032043457031,56.2174,46.528324,14,13,15,13,51,47,0.0
1763666366.7783775,149900000,2,571.7460327148438,410.98162841796875,17.762983,-61.17442,28,20,28,20,35,55,0.0
1763666366.7783775,149900000,4,487.6614990234375,279.74139404296875,0.5403116,62.80401,24,13,24,14,33,56,0.0
1763666366.7783775,149900000,3,517.870849609375,220.976318359375,-64.049034,29.226818,25,11,25,11,43,37,0.0
1763666366.7783775,149900000,1,201.36187744140625,51.47652053833008,3.2048552,57.695683,10,2,10,3,31,42,0.0
1763666366.8130155,149935000,5,298.6752624511719,265.5987243652344,53.228867,34.32572,14,13,15,13,52,47,0.0
1763666366.8130155,149935000,2,571.8692626953125,408.9499206542969,3.8611417,-63.659115,28,20,28,19,34,55,0.0
1763666366.8130155,149935000,4,487.5782165527344,281.1239013671875,-2.609474,43.31784,24,14,24,14,32,55,0.0
1763666366.8130155,149935000,3,516.0661010742188,221.85157775878906,-56.547844,27.424337,25,11,25,11,41,38,0.0
1763666366.8130155,149935000,1,201.5505828857422,52.87861251831055,5.912672,43.93148,10,2,10,2,30,41,0.0
1763666366.842473,149965000,5,300.18560791015625,266.55828857421875,47.425045,30.130442,15,13,15,13,50,47,0.0
1763666366.842473,149965000,2,572.2611083984375,407.17291259765625,12.304007,-55.798286,28,20,28,19,33,55,0.0
1763666366.842473,149965000,4,487.7247314453125,283.0667724609375,4.600587,61.00641,24,14,24,14,32,56,0.0
1763666366.842473,149965000,3,514.6317749023438,222.40541076660156,-45.038033,17.390429,25,11,25,11,39,38,0.0
1763666366.842473,149965000,1,201.28550720214844,54.278106689453125,-8.323411,43.9443,10,2,10,3,30,43,0.0
1763666366.8778253,150000000,5,301.8013000488281,267.9200744628906,44.79133,37.752365,15,13,15,13,50,46,0.0
1763666366.8778253,150000000,2,572.5121459960938,405.2174987792969,6.959437,-54.209328,28,20,28,19,33,56,0.0
1763666366.8778253,150000000,4,488.02520751953125,285.9947814941406,8.330005,81.17228,24,14,24,14,32,55,0.0
1763666366.8778253,150000000,3,512.8848876953125,223.4650115966797,-48.42841,29.374983,25,11,25,11,40,37,0.0
1763666366.8778253,150000000,1,200.94566345214844,56.63876724243164,-9.421382,65.443855,10,2,9,3,31,42,0.0
1763666366.9104545,150035000,5,303.9433898925781,268.852783203125,66.48987,28.951017,15,13,15,13,49,46,0.0
1763666366.9104545,150035000,2,572.8419799804688,401.92474365234375,10.237954,-102.20619,28,20,28,19,33,58,0.0
1763666366.9104545,150035000,4,488.49957275390625,288.0034484863281,14.724163,62.348457,24,14,24,14,32,56,0.0
1763666366.9104545,150035000,3,511.0691833496094,223.41404724121094,-56.35895,-1.5819192,25,11,25,11,40,41,0.0
1763666366.9104545,150035000,1,200.51162719726562,57.50752258300781,-13.472363,26.965921,10,2,9,3,31,44,0.0
1763666366.9408615,150065000,5,305.46246337890625,269.8231506347656,47.770275,30.515127,15,13,15,13,49,47,0.0
1763666366.9408615,150065000,2,573.4717407226562,399.53826904296875,19.804073,-75.047424,28,19,28,19,32,57,0.0
1763666366.9408615,150065000,4,488.6766052246094,289.52935791015625,5.567137,47.985245,24,14,24,14,33,56,0.0
1763666366.9408615,150065000,3,509.07098388671875,224.23092651367188,-62.83734,25.688387,25,11,24,11,41,41,0.0
1763666366.9408615,150065000,1,200.6354522705078,59.37464141845703,3.8939247,58.715252,10,2,10,3,32,47,0.0
1763666366.9773653,150100000,5,307.5294494628906,271.218994140625,57.399532,38.76212,15,13,15,13,51,49,0.0
1763666366.9773653,150100000,2,573.6610717773438,397.17071533203125,5.257662,-65.7462,28,19,28,19,33,58,0.0
1763666366.9773653,150100000,4,488.94158935546875,291.4952087402344,7.3585234,54.591038,24,14,24,14,34,55,0.0
1763666366.9773653,150100000,3,507.4124755859375,224.54248046875,-46.056236,8.651752,25,11,25,11,42,41,0.0
1763666366.9773653,150100000,1,200.30148315429688,60.919246673583984,-9.274214,42.893185,10,3,9,3,31,48,0.0
1763666367.0105495,150135000,5,309.2326354980469,272.1388854980469,52.984047,28.616701,15,13,15,13,50,49,0.0
1763666367.0105495,150135000,2,574.1205444335938,394.89520263671875,14.293635,-70.78843,28,19,28,19,33,57,0.0
1763666367.0105495,150135000,4,489.31304931640625,292.65960693359375,11.555668,36.22301,24,14,24,14,34,55,0.0
1763666367.0105495,150135000,3,505.9827880859375,224.7236785888672,-44.475838,5.636853,25,11,24,11,43,43,0.0
1763666367.0105495,150135000,1,200.45066833496094,62.85066604614258,4.6409698,60.084106,10,3,10,3,31,49,0.0
1763666367.0419283,150165000,5,310.9252014160156,273.10638427734375,53.109818,30.358452,15,13,15,13,49,50,0.0
1763666367.0419283,150165000,2,574.2061157226562,393.2078857421875,2.6850803,-52.94511,28,19,28,19,32,56,0.0
1763666367.0419283,150165000,4,489.8217468261719,294.30609130859375,15.962055,51.663857,24,14,24,15,34,56,0.0
1763666367.0419283,150165000,3,504.1463317871094,224.9654541015625,-57.62485,7.586501,25,11,24,11,42,42,0.0
1763666367.0419283,150165000,1,200.60076904296875,63.75,4.709903,28.219557,10,3,10,3,31,51,0.0
1763666367.0774243,150200000,5,312.59832763671875,274.1031799316406,46.48895,27.696646,15,13,15,13,49,51,0.0
1763666367.0774243,150200000,2,574.3908081054688,391.1520690917969,5.1318035,-57.122265,28,19,28,19,32,56,0.0
1763666367.0774243,150200000,4,490.3104553222656,295.9545593261719,13.579098,45.803806,24,14,24,15,35,58,0.0
1763666367.0774243,150200000,3,502.0544128417969,224.95944213867188,-58.12539,-0.16704647,25,11,24,11,43,41,0.0
1763666367.0774243,150200000,1,200.86822509765625,65.91995239257812,7.4314485,60.293602,10,3,10,3,31,51,0.0
1763666367.1109822,150235000,5,314.7186279296875,275.1974792480469,64.51489,33.29651,15,13,16,14,52,51,0.0
1763666367.1109822,150235000,2,574.783203125,388.4134521484375,11.939498,-83.32856,28,19,28,18,32,58,0.0
1763666367.1109822,150235000,4,490.9134826660156,298.1118469238281,18.34846,65.64031,24,14,24,15,34,59,0.0
1763666367.1109822,150235000,3,499.72625732421875,224.9189910888672,-70.83935,-1.2308139,24,11,24,11,46,41,0.0
1763666367.1109822,150235000,1,202.405029296875,68.0993423461914,46.76071,66.31283,10,3,10,3,32,50,0.0
1763666367.1441784,150265000,5,316.4271545410156,275.9525451660156,54.851124,24.240894,15,13,16,13,51,52,0.0
1763666367.1441784,150265000,2,575.1596069335938,386.0966491699219,12.084197,-74.37944,28,19,28,18,33,57,0.0
1763666367.1441784,150265000,4,491.7283020019531,299.8741149902344,26.159239,56.576458,24,14,24,15,35,62,0.0
1763666367.1441784,150265000,3,498.15606689453125,224.75794982910156,-50.40993,-5.170124,24,11,24,11,46,40,0.0
1763666367.1441784,150265000,1,202.9932098388672,69.34502410888672,18.88315,39.991795,10,3,10,3,32,49,0.0
1763666367.1768012,150300000,5,318.30810546875,276.97650146484375,52.019173,28.318316,15,13,16,14,51,52,0.0
1763666367.1768012,150300000,2,575.60302734375,383.88092041015625,12.26314,-61.277718,28,19,28,18,34,57,0.0
1763666367.1768012,150300000,4,492.335693359375,301.8243103027344,16.797884,53.93418,24,15,24,15,34,63,0.0
1763666367.1768012,150300000,3,496.3846740722656,224.82748413085938,-48.989258,1.9230257,24,11,24,11,46,42,0.0
1763666367.1768012,150300000,1,204.07449340820312,70.4413070678711,29.903746,30.318565,10,3,10,3,33,47,0.0
1763666367.2126887,150335000,5,319.9482421875,277.95953369140625,51.24844,30.716263,15,13,16,14,51,51,0.0
1763666367.2126887,150335000,2,575.912109375,382.0256042480469,9.657715,-57.972034,28,19,28,18,33,56,0.0
1763666367.2126887,150335000,4,493.0699157714844,304.13983154296875,22.94184,72.35181,24,15,24,15,35,61,0.0
1763666367.2126887,150335000,3,494.8985900878906,224.8309783935547,-46.43484,0.10918329,24,11,24,11,46,41,0.0
1763666367.2126887,150335000,1,205.060302734375,71.82821655273438,30.803036,43.33599,10,3,10,3,34,49,0.0
1763666367.2434845,150365000,5,321.5652160644531,279.1083679199219,50.43901,35.836117,16,13,16,14,49,52,0.0
1763666367.2434845,150365000,2,576.2539672851562,380.15850830078125,10.663732,-58.241184,28,19,28,18,33,55,0.0
1763666367.2434845,150365000,4,493.9444885253906,305.95855712890625,27.28095,56.732346,24,15,24,15,35,60,0.0
1763666367.2434845,150365000,3,493.2160949707031,224.84097290039062,-52.482845,0.31176326,24,11,24,11,45,42,0.0
1763666367.2434845,150365000,1,206.0469512939453,73.46830749511719,30.776983,51.160114,10,3,10,4,34,49,0.0
1763666367.280395,150400000,5,323.32098388671875,280.0820617675781,48.175636,26.7167,16,14,16,14,50,52,0.0
1763666367.280395,150400000,2,576.6355590820312,378.1979064941406,10.470306,-53.795975,28,18,28,18,34,55,0.0
1763666367.280395,150400000,4,494.6147766113281,307.45758056640625,18.391699,41.130955,24,15,24,15,36,61,0.0
1763666367.280395,150400000,3,491.145751953125,224.75894165039062,-56.807106,-2.2508144,24,11,24,11,46,42,0.0
1763666367.280395,150400000,1,207.1543731689453,75.30760192871094,30.385996,50.46748,10,3,10,4,33,50,0.0
1763666367.3113952,150435000,5,324.945556640625,281.4574890136719,50.93325,43.122093,16,14,16,14,48,53,0.0
1763666367.3113952,150435000,2,577.426025390625,375.6911926269531,24.782526,-78.58994,28,18,29,18,33,54,0.0
1763666367.3113952,150435000,4,495.30609130859375,309.2442626953125,21.673946,56.015667,24,15,24,15,35,60,0.0
1763666367.3113952,150435000,3,489.1217041015625,224.69717407226562,-63.457504,-1.9365236,24,11,23,11,45,42,0.0
1763666367.3113952,150435000,1,207.92691040039062,76.77725982666016,24.220419,46.076393,10,3,10,4,33,50,0.0
1763666367.3442514,150465000,5,326.5257873535156,282.61151123046875,47.928383,35.001484,16,14,16,14,48,54,0.0
1763666367.3442514,150465000,2,578.0758666992188,373.4688720703125,19.70968,-67.40296,28,18,29,18,34,54,0.0
1763666367.3442514,150465000,4,496.1463623046875,311.12261962890625,25.48541,56.970547,24,15,24,15,36,60,0.0
1763666367.3442514,150465000,3,487.60394287109375,224.69007873535156,-46.033684,-0.2152015,24,11,24,11,45,42,0.0
1763666367.3442514,150465000,1,208.7950439453125,78.71170806884766,26.330482,58.671795,10,3,10,4,34,52,0.0
1763666367.3779697,150500000,5,327.9240417480469,283.7735595703125,40.3444,33.52905,16,14,16,14,45,54,0.0
1763666367.3779697,150500000,2,578.4501953125,372.2062683105469,10.800655,-36.430416,28,18,29,18,33,53,0.0
1763666367.3779697,150500000,4,496.67828369140625,312.4170837402344,15.347743,37.349697,24,15,24,15,35,59,0.0
1763666367.3779697,150500000,3,486.1792907714844,224.5858154296875,-41.106064,-3.0083513,24,11,24,11,44,42,0.0
1763666367.3779697,150500000,1,209.45266723632812,80.10558319091797,18.97467,40.218044,10,4,10,4,34,51,0.0
1763666367.4104438,150535000,5,329.5347595214844,285.6696472167969,50.54534,59.50043,16,14,16,14,43,57,0.0
1763666367.4104438,150535000,2,579.167236328125,370.1810302734375,22.501202,-63.55325,28,18,29,18,34,54,0.0
1763666367.4104438,150535000,4,497.8212585449219,314.4774475097656,35.867275,64.65552,24,15,25,16,36,59,0.0
1763666367.4104438,150535000,3,483.65032958984375,224.35984802246094,-79.360405,-7.091,24,11,23,11,45,42,0.0
1763666367.4104438,150535000,1,210.6252899169922,82.14712524414062,36.79764,64.06488,10,4,10,4,35,49,0.0
1763666367.443595,150565000,5,331.5707702636719,287.3601379394531,63.468212,52.697376,16,14,17,14,46,56,0.0
1763666367.443595,150565000,2,579.7949829101562,368.1576232910156,19.568636,-63.075317,28,18,29,17,34,55,0.0
1763666367.443595,150565000,4,498.9348449707031,316.6664123535156,34.71364,68.23622,24,15,25,16,38,58,0.0
1763666367.443595,150565000,3,481.27532958984375,224.0618896484375,-74.03547,-9.288205,24,11,23,11,46,41,0.0
1763666367.443595,150565000,1,211.5104217529297,83.8836441040039,27.592062,54.132202,10,4,10,4,33,51,0.0
1763666367.4736204,150600000,5,332.9940185546875,288.9096374511719,39.79054,43.320217,16,14,16,14,45,57,0.0
1763666367.4736204,150600000,2,580.2109375,366.5599060058594,11.629073,-44.668266,29,18,29,17,35,55,0.0
1763666367.4736204,150600000,4,500.03057861328125,318.3605041503906,30.634031,47.362663,25,15,25,16,38,59,0.0
1763666367.4736204,150600000,3,479.5559387207031,223.63943481445312,-48.06996,-11.810803,23,11,23,11,45,43,0.0
1763666367.4736204,150600000,1,211.81680297851562,85.24353790283203,8.565669,38.019302,10,4,10,4,33,53,0.0
1763666367.5115638,150635000,5,334.3675231933594,290.6491394042969,42.968994,54.418926,16,14,17,14,44,59,0.0
1763666367.5115638,150635000,2,580.829345703125,364.8795166015625,19.346407,-52.569637,29,18,29,17,34,54,0.0
1763666367.5115638,150635000,4,501.0440673828125,320.0344543457031,31.706186,52.368195,25,16,25,16,38,58,0.0
1763666367.5115638,150635000,3,478.2682800292969,223.3152618408203,-40.28337,-10.141492,23,11,23,11,44,43,0.0
1763666367.5115638,150635000,1,212.4617919921875,86.83499145507812,20.177965,49.78735,10,4,10,4,33,53,0.0
1763666367.5438902,150665000,5,335.4605712890625,293.396728515625,33.721523,84.76561,16,14,17,15,43,63,0.0
1763666367.5438902,150665000,2,581.1976928710938,363.18798828125,11.363844,-52.18518,29,18,29,17,33,55,0.0
1763666367.5438902,150665000,4,501.8689880371094,321.87213134765625,25.449549,56.694,25,16,25,16,37,59,0.0
1763666367.5438902,150665000,3,475.91546630859375,223.19784545898438,-72.58643,-3.6224017,23,11,23,11,45,42,0.0
1763666367.5438902,150665000,1,213.19004821777344,89.19447326660156,22.467363,72.79215,10,4,10,5,32,54,0.0
1763666367.5789862,150700000,5,336.1324768066406,294.5918884277344,18.586977,33.061806,16,14,16,14,40,65,0.0
1763666367.5789862,150700000,2,581.4111938476562,361.38189697265625,5.906095,-49.96205,29,18,29,17,33,54,0.0
1763666367.5789862,150700000,4,502.51458740234375,323.552490234375,17.859268,46.483906,25,16,25,16,38,61,0.0
1763666367.5789862,150700000,3,473.9044189453125,222.98875427246094,-55.631767,-5.7841063,23,11,23,11,45,42,0.0
1763666367.5789862,150700000,1,213.5414276123047,90.62077331542969,9.720237,39.455853,10,4,10,4,32,53,0.0
1763666367.6133184,150735000,5,336.8114318847656,296.95086669921875,21.287405,73.96149,16,14,17,15,39,66,0.0
1763666367.6133184,150735000,2,580.9400634765625,358.10211181640625,-14.771439,-102.83172,29,17,28,17,32,55,0.0
1763666367.6133184,150735000,4,503.3072814941406,325.9210510253906,24.853487,74.26193,25,16,25,16,36,62,0.0
1763666367.6133184,150735000,3,471.5543518066406,222.461181640625,-73.6821,-16.541084,23,11,23,10,46,42,0.0
1763666367.6133184,150735000,1,214.0054168701172,93.14935302734375,14.547543,79.27903,10,4,10,5,32,54,0.0
1763666367.6412435,150765000,5,337.7630615234375,299.02850341796875,30.010256,65.519615,16,14,17,15,37,66,0.0
1763666367.6412435,150765000,2,580.613037109375,355.8150634765625,-10.312987,-72.12355,29,17,28,17,33,56,0.0
1763666367.6412435,150765000,4,504.05731201171875,328.0894775390625,23.652697,68.38273,25,16,25,16,35,62,0.0
