t,robot_id,x,y,gx,gy,t_s
1763663643.342142,0,69.01651693081146,201.66543771426376,3,10,1763663643.342142
1763663643.342142,1,547.3843149375688,54.16320378777127,27,2,1763663643.342142
1763663643.342142,2,252.97349200683405,195.85189273910785,12,9,1763663643.342142
1763663643.342142,3,441.6810293071314,219.0756212787168,22,10,1763663643.342142
1763663643.342142,4,117.43755453906122,207.0703065729518,5,10,1763663643.342142
1763663643.3581514,0,69.96355677713234,201.986553782813,3,10,1763663643.3581514
1763663643.3581514,1,548.3089975599156,54.54394260629372,27,2,1763663643.3581514
1763663643.3581514,2,251.99487616712304,196.0575892103141,12,9,1763663643.3581514
1763663643.3581514,3,441.6627269057838,218.07578878169295,22,10,1763663643.3581514
1763663643.3581514,4,116.53282489356792,206.6443203424636,5,10,1763663643.3581514
1763663643.3742275,0,70.91193743836575,202.3036880152737,3,10,1763663643.3742275
1763663643.3742275,1,549.2220471163397,54.951791239384185,27,2,1763663643.3742275
1763663643.3742275,2,251.02896862665403,196.3164764893857,12,9,1763663643.3742275
1763663643.3742275,3,441.5514779017057,217.0819962182817,22,10,1763663643.3742275
1763663643.3742275,4,115.6321258883081,206.20987667301495,5,10,1763663643.3742275
1763663643.3899453,0,71.80351853914343,202.75654907645705,3,10,1763663643.3899453
1763663643.3899453,1,550.1625775946038,55.29150055550044,27,2,1763663643.3899453
1763663643.3899453,2,250.0782824579816,196.62663098104244,12,9,1763663643.3899453
1763663643.3899453,3,441.3831398220245,216.09626689898084,22,10,1763663643.3899453
1763663643.3899453,4,114.6876518309343,205.88129067978355,5,10,1763663643.3899453
1763663643.4068685,0,72.74552073242208,203.09215579250755,3,10,1763663643.4068685
1763663643.4068685,1,551.0884773219375,55.669269922870924,27,2,1763663643.4068685
1763663643.4068685,2,249.176596585501,197.05902268698617,12,9,1763663643.4068685
1763663643.4068685,3,441.1670553098968,215.1198922354328,22,10,1763663643.4068685
1763663643.4068685,4,113.71865965782844,205.63419926257208,5,10,1763663643.4068685
1763663643.4228306,0,73.63983804279796,203.5395890817944,3,10,1763663643.4228306
1763663643.4228306,1,552.0588761573553,55.91077789420896,27,2,1763663643.4228306
1763663643.4228306,2,248.23703111827632,197.4013919800001,12,9,1763663643.4228306
1763663643.4228306,3,441.03506111146703,214.12864174661533,22,10,1763663643.4228306
1763663643.4228306,4,112.72535922609464,205.51863866237684,5,10,1763663643.4228306
1763663643.4378836,0,74.50786067686421,204.03611371033628,3,10,1763663643.4378836
1763663643.4378836,1,553.052913608883,56.01981708422815,27,2,1763663643.4378836
1763663643.4378836,2,247.3044849485792,197.76244272627156,12,9,1763663643.4378836
1763663643.4378836,3,440.9544400333578,213.1318969238224,22,10,1763663643.4378836
1763663643.4378836,4,111.74793465499488,205.3073540017637,5,10,1763663643.4378836
1763663643.454353,0,75.30994641412819,204.63332261020105,3,10,1763663643.454353
1763663643.454353,1,554.0519038122496,56.06474562279291,27,2,1763663643.454353
1763663643.454353,2,246.33039937476136,197.98862251069104,12,9,1763663643.454353
1763663643.454353,3,440.7288880853584,212.15766578145747,22,10,1763663643.454353
1763663643.454353,4,110.80961378030432,204.96158827743585,5,10,1763663643.454353
1763663643.470066,0,76.03119331573339,205.32600067894936,3,10,1763663643.470066
1763663643.470066,1,555.0426730216242,56.20030510698811,27,2,1763663643.470066
1763663643.470066,2,245.38251600705317,198.3072400262518,12,9,1763663643.470066
1763663643.470066,3,440.5012717480936,211.1839148877428,22,10,1763663643.470066
1763663643.470066,4,109.8364593349278,204.73143522956573,5,10,1763663643.470066
1763663643.486964,0,76.78289981125853,205.98549847620524,3,10,1763663643.486964
1763663643.486964,1,556.023359655087,56.39589070703936,27,2,1763663643.486964
1763663643.486964,2,244.45377548888305,198.6779704537987,12,9,1763663643.486964
1763663643.486964,3,440.17081207151546,210.2400947766221,22,10,1763663643.486964
1763663643.486964,4,108.88737165008088,204.4164232195219,5,10,1763663643.486964
1763663643.5036,0,77.53932703272699,206.6395763451333,3,10,1763663643.5036
1763663643.5036,1,557.0001030285352,56.61030241946411,27,2,1763663643.5036
1763663643.5036,2,243.48966542781275,198.94347335424067,12,9,1763663643.5036
1763663643.5036,3,439.8535827834975,209.29174590683647,21,10,1763663643.5036
1763663643.5036,4,107.90306277286388,204.23996916252167,5,10,1763663643.5036
1763663643.5193572,0,78.37819886837622,207.183905329622,3,10,1763663643.5193572
1763663643.5193572,1,557.9954449071562,56.70671063832209,27,2,1763663643.5193572
1763663643.5193572,2,242.4969796897572,199.06420042436616,12,9,1763663643.5193572
1763663643.5193572,3,439.4016881929516,208.3996745649387,21,10,1763663643.5193572
1763663643.5193572,4,106.91396856358398,204.0926849299339,5,10,1763663643.5193572
1763663643.5351405,0,79.2014952268742,207.7515170860929,3,10,1763663643.5351405
1763663643.5351405,1,558.9714159437317,56.92461092690765,27,2,1763663643.5351405
1763663643.5351405,2,241.5024830168232,199.1689685851937,12,9,1763663643.5351405
1763663643.5351405,3,438.8394544198418,207.5726962191673,21,10,1763663643.5351405
1763663643.5351405,4,105.91721838848008,204.0121300515569,5,10,1763663643.5351405
1763663643.551092,0,79.99142233409012,208.36471784056528,3,10,1763663643.551092
1763663643.551092,1,559.9612463426807,57.066863453480224,27,2,1763663643.551092
1763663643.551092,2,240.50866490521545,199.27998912852007,12,9,1763663643.551092
1763663643.551092,3,438.3226583982329,206.7165876559295,21,10,1763663643.551092
1763663643.551092,4,104.92559369877516,203.88297713921017,5,10,1763663643.551092
1763663643.5678573,0,80.73606759664948,209.03217827605783,4,10,1763663643.5678573
1763663643.5678573,1,560.9469214162492,57.23551886947951,28,2,1763663643.5678573
1763663643.5678573,2,239.51675388071453,199.40692422797463,11,9,1763663643.5678573
1763663643.5678573,3,437.8844159212653,205.81773086456545,21,10,1763663643.5678573
1763663643.5678573,4,103.92777204635912,203.8170078283929,5,10,1763663643.5678573
1763663643.584874,0,81.49515915782705,209.68316214816912,4,10,1763663643.584874
1763663643.584874,1,561.9246924693246,57.44519425613192,28,2,1763663643.584874
1763663643.584874,2,238.54483716224087,199.6422493060082,11,9,1763663643.584874
1763663643.584874,3,437.477220931558,204.9043896137959,21,10,1763663643.584874
1763663643.584874,4,102.92896311684714,203.86580047463352,5,10,1763663643.584874
1763663643.6015365,0,82.17384601982154,210.4175899140904,4,10,1763663643.6015365
1763663643.6015365,1,562.9095282073699,57.61868364793589,28,2,1763663643.6015365
1763663643.6015365,2,237.5646791756664,199.84046716936604,11,9,1763663643.6015365
1763663643.6015365,3,437.17083615467976,203.9524818617016,21,10,1763663643.6015365
1763663643.6015365,4,101.92912253179573,203.8479453777697,5,10,1763663643.6015365
1763663643.6175792,0,82.75409337841805,211.23203021444505,4,10,1763663643.6175792
1763663643.6175792,1,563.8942221836307,57.79297585406028,28,2,1763663643.6175792
1763663643.6175792,2,236.5975482872489,200.0947462378496,11,10,1763663643.6175792
1763663643.6175792,3,436.8892318310391,202.99295124472945,21,10,1763663643.6175792
1763663643.6175792,4,100.9291382825096,203.84233278659556,5,10,1763663643.6175792
1763663643.6336484,0,83.29781672298462,212.07129472851275,4,10,1763663643.6336484
1763663643.6336484,1,564.8629710686591,58.041019394101575,28,2,1763663643.6336484
1763663643.6336484,2,235.61225700246584,200.2656294849235,11,10,1763663643.6336484
1763663643.6336484,3,436.58425931607616,202.04059009205827,21,10,1763663643.6336484
1763663643.6336484,4,99.9300180945393,203.88427143214116,4,10,1763663643.6336484
1763663643.6496718,0,83.8825815282841,212.8824976146535,4,10,1763663643.6496718
1763663643.6496718,1,565.8159381173037,58.34409331940284,28,2,1763663643.6496718
1763663643.6496718,2,234.61979768626847,200.388203975308,11,10,1763663643.6496718
1763663643.6496718,3,436.31091330714366,201.07867431643095,21,10,1763663643.6496718
1763663643.6496718,4,98.93006796223192,203.89425806813475,4,10,1763663643.6496718
1763663643.6651864,0,84.35485889962942,213.76394760445163,4,10,1763663643.6651864
1763663643.6651864,1,566.7620041077598,58.66806730246673,28,2,1763663643.6651864
1763663643.6651864,2,233.63775332467577,200.57685410614283,11,10,1763663643.6651864
1763663643.6651864,3,436.1025488853136,200.10062305616117,21,10,1763663643.6651864
1763663643.6651864,4,97.9388924984698,204.02681447135976,4,10,1763663643.6651864
1763663643.681316,0,84.95245668294338,214.56574364421377,4,10,1763663643.681316
1763663643.681316,1,567.6677687211335,59.09184845490287,28,2,1763663643.681316
1763663643.681316,2,232.6391346614976,200.6293970938026,11,10,1763663643.681316
1763663643.681316,3,435.8270589134971,199.13931911076796,21,9,1763663643.681316
1763663643.681316,4,96.95007526627847,204.17594690016531,4,10,1763663643.681316
1763663643.6975572,0,85.53482938318976,215.37866555805772,4,10,1763663643.6975572
1763663643.6975572,1,568.523736696198,59.60887729903443,28,2,1763663643.6975572
1763663643.6975572,2,231.6409786279781,200.56869674167405,11,10,1763663643.6975572
1763663643.6975572,3,435.4532794806985,198.21180149065677,21,9,1763663643.6975572
1763663643.6975572,4,95.97844564986984,204.4124545924664,4,10,1763663643.6975572
1763663643.712901,0,86.01364828299242,216.25657925608948,4,10,1763663643.712901
1763663643.712901,1,569.4073977441113,60.07700458129927,28,3,1763663643.712901
1763663643.712901,2,230.6477989964613,200.45210248992788,11,10,1763663643.712901
1763663643.712901,3,435.16960399252986,197.25288115120603,21,9,1763663643.712901
1763663643.712901,4,95.00382109911342,204.6363004882583,4,10,1763663643.712901
1763663643.7295992,0,86.47990595461012,217.14122821678387,4,10,1763663643.7295992
1763663643.7295992,1,570.220199177903,60.65954542040513,28,3,1763663643.7295992
1763663643.7295992,2,229.66154073760308,200.28689157372108,11,10,1763663643.7295992
1763663643.7295992,3,434.8785258634053,196.2961818657744,21,9,1763663643.7295992
1763663643.7295992,4,94.05005577522792,204.93685282472168,4,10,1763663643.7295992
1763663643.7449822,0,87.05325381962344,217.96054026093108,4,10,1763663643.7449822
1763663643.7449822,1,571.0011254443345,61.28416863995216,28,3,1763663643.7449822
1763663643.7449822,2,228.6631751147684,200.22974191806213,11,10,1763663643.7449822
1763663643.7449822,3,434.69951614360514,195.31233456043836,21,9,1763663643.7449822
1763663643.7449822,4,93.06380309933982,205.1020970660845,4,10,1763663643.7449822
1763663643.7614367,0,87.70467451210386,218.71925699424352,4,10,1763663643.7614367
1763663643.7614367,1,571.7330172100836,61.9655895401517,28,3,1763663643.7614367
1763663643.7614367,2,227.6688530178154,200.1233296654264,11,10,1763663643.7614367
1763663643.7614367,3,434.6405065751876,194.3140771433183,21,9,1763663643.7614367
1763663643.7614367,4,92.06414196897568,205.1281282865535,4,10,1763663643.7614367
1763663643.7775362,0,88.34236765896695,219.4895474916819,4,10,1763663643.7775362
1763663643.7775362,1,572.4717776033283,62.63955770065556,28,3,1763663643.7775362
1763663643.7775362,2,226.6867065133912,199.9352120324217,11,9,1763663643.7775362
1763663643.7775362,3,434.67393333934393,193.314635973745,21,9,1763663643.7775362
1763663643.7775362,4,91.06513457674322,205.17267298618071,4,10,1763663643.7775362
1763663643.793439,0,89.03897802638093,220.20699713870343,4,11,1763663643.793439
1763663643.793439,1,573.1959642005947,63.32916176991531,28,3,1763663643.793439
1763663643.793439,2,225.7017438778421,199.76244453961093,11,9,1763663643.793439
1763663643.793439,3,434.5739064654916,192.31965123792875,21,9,1763663643.793439
1763663643.793439,4,90.06657975529865,205.1189303720855,4,10,1763663643.793439
1763663643.8089144,0,89.78210735854715,220.87614495172696,4,11,1763663643.8089144
1763663643.8089144,1,573.9397576867458,63.99757126263612,28,3,1763663643.8089144
1763663643.8089144,2,224.7523760528605,199.448277811758,11,9,1763663643.8089144
1763663643.8089144,3,434.4563306378204,191.3265873302433,21,9,1763663643.8089144
1763663643.8089144,4,89.06796822911794,205.0662519155872,4,10,1763663643.8089144
1763663643.825771,0,90.56456136155668,221.49885333706828,4,11,1763663643.825771
1763663643.825771,1,574.6641462038698,64.68696322390265,28,3,1763663643.825771
1763663643.825771,2,223.82435906988383,199.07573992199795,11,9,1763663643.825771
1763663643.825771,3,434.2962498450456,190.33948341485012,21,9,1763663643.825771
1763663643.825771,4,88.07424704372863,204.9543671279327,4,10,1763663643.825771
1763663643.8413453,0,91.41545998469842,222.0241832649569,4,11,1763663643.8413453
1763663643.8413453,1,575.4076100683751,65.35573933156111,28,3,1763663643.8413453
1763663643.8413453,2,222.8549851948823,198.83015024293047,11,9,1763663643.8413453
1763663643.8413453,3,434.26543873309583,189.3399581898656,21,9,1763663643.8413453
1763663643.8413453,4,87.09907555067394,204.732916096927,4,10,1763663643.8413453
1763663643.857682,0,92.3330212244583,222.4217777459175,4,11,1763663643.857682
1763663643.857682,1,576.1126377874306,66.06491907983619,28,3,1763663643.857682
1763663643.857682,2,221.8646746575429,198.69127965700736,11,9,1763663643.857682
1763663643.857682,3,434.30057387039113,188.3405756194116,21,9,1763663643.857682
1763663643.857682,4,86.10925156382936,204.59061896038835,4,10,1763663643.857682
1763663643.8735063,0,93.27104825638555,222.7683398433456,4,11,1763663643.8735063
1763663643.8735063,1,576.7111353781789,66.86604368554265,28,3,1763663643.8735063
1763663643.8735063,2,220.87475049243443,198.54968111416792,11,9,1763663643.8735063
1763663643.8735063,3,434.4311972960869,187.3491435639184,21,9,1763663643.8735063
1763663643.8735063,4,85.11036813322984,204.5433760553789,4,10,1763663643.8735063
1763663643.8892214,0,94.18963143730788,223.1635675495184,4,11,1763663643.8892214
1763663643.8892214,1,577.2246495343177,67.72412480725846,28,3,1763663643.8892214
1763663643.8892214,2,219.8894363502515,198.3789297123749,10,9,1763663643.8892214
1763663643.8892214,3,434.6169441838004,186.36654593838452,21,9,1763663643.8892214
1763663643.8892214,4,84.12073705278117,204.3997434524992,4,10,1763663643.8892214
1763663643.9053588,0,95.12835045696978,223.5082508855313,4,11,1763663643.9053588
1763663643.9053588,1,577.7207349773086,68.5923985159774,28,3,1763663643.9053588
1763663643.9053588,2,218.90207500142333,198.22044448643803,10,9,1763663643.9053588
1763663643.9053588,3,434.7841505780501,185.3806240237676,21,9,1763663643.9053588
1763663643.9053588,4,83.1481359428651,204.1672631716364,4,10,1763663643.9053588
1763663643.921744,0,96.08555279907586,223.7976704361264,4,11,1763663643.921744
1763663643.921744,1,578.1002102164313,69.51760040902168,28,3,1763663643.921744
1763663643.921744,2,217.9055483500001,198.13717004256003,10,9,1763663643.921744
1763663643.921744,3,435.0965346752861,184.4306681427952,21,9,1763663643.921744
1763663643.921744,4,82.20672731759248,203.8299950286666,4,10,1763663643.921744
1763663643.9380069,0,97.06606216321975,223.9941427925181,4,11,1763663643.9380069
1763663643.9380069,1,578.4559775847123,70.45217495375654,28,3,1763663643.9380069
1763663643.9380069,2,216.91561226732017,197.99565484122687,10,9,1763663643.9380069
1763663643.9380069,3,435.27696912075794,183.4470811304332,21,9,1763663643.9380069
1763663643.9380069,4,81.27609816121418,203.4640314057495,4,10,1763663643.9380069
1763663643.9547489,0,98.06179475237587,224.0864282783351,4,11,1763663643.9547489
1763663643.9547489,1,578.7142696965042,71.41824181737734,28,3,1763663643.9547489
1763663643.9547489,2,215.9165875870941,197.9514995663522,10,9,1763663643.9547489
1763663643.9547489,3,435.5380247134035,182.48175736218312,21,9,1763663643.9547489
1763663643.9547489,4,80.30420111016939,203.22862511405268,4,10,1763663643.9547489
1763663643.9705296,0,99.05802927970409,224.1731275664472,4,11,1763663643.9705296
1763663643.9705296,1,579.0454453334678,72.36181094440605,28,3,1763663643.9705296
1763663643.9705296,2,214.92524080533448,197.82023053613267,10,9,1763663643.9705296
1763663643.9705296,3,435.930112678612,181.56182963266377,21,9,1763663643.9705296
1763663643.9705296,4,79.35554871118568,202.91230466592697,3,10,1763663643.9705296
1763663643.986225,0,100.05742074646996,224.20800873838195,5,11,1763663643.986225
1763663643.986225,1,579.3641957089872,73.30964964276473,28,3,1763663643.986225
1763663643.986225,2,213.9478403354829,197.6088344114427,10,9,1763663643.986225
1763663643.986225,3,436.3737807824529,180.66563846241368,21,9,1763663643.986225
1763663643.986225,4,78.43380403046606,202.52450736892104,3,10,1763663643.986225
1763663644.002531,0,101.05479673401432,224.2804044528266,5,11,1763663644.002531
1763663644.002531,1,579.6949243559532,74.25337553627196,28,3,1763663644.002531
1763663644.002531,2,212.95096578037965,197.52983364316987,10,9,1763663644.002531
1763663644.002531,3,436.899505944062,179.81498397647294,21,8,1763663644.002531
1763663644.002531,4,77.49092904543227,202.1913606105734,3,10,1763663644.002531
1763663644.0182245,0,102.05468642231608,224.265551465658,5,11,1763663644.0182245
1763663644.0182245,1,580.1181416434309,75.15940375193631,29,3,1763663644.0182245
1763663644.0182245,2,211.950965860728,197.52943277331624,10,9,1763663644.0182245
1763663644.0182245,3,437.3324427702486,178.91355971202725,21,8,1763663644.0182245
1763663644.0182245,4,76.54876322347874,201.85621353249775,3,10,1763663644.0182245
1763663644.0345778,0,103.05094513471144,224.35197240048475,5,11,1763663644.0345778
1763663644.0345778,1,580.5174338168264,76.07622748650317,29,3,1763663644.0345778
1763663644.0345778,2,210.95363735244504,197.6024796525526,10,9,1763663644.0345778
1763663644.0345778,3,437.8200874041727,178.04051749597753,21,8,1763663644.0345778
1763663644.0345778,4,75.6569364589224,201.4038364530376,3,10,1763663644.0345778
1763663644.0505276,0,104.05064180274807,224.32734371971563,5,11,1763663644.0505276
1763663644.0505276,1,580.8903260390414,77.00410214970483,29,3,1763663644.0505276
1763663644.0505276,2,209.96453398771465,197.74970238815737,10,9,1763663644.0505276
1763663644.0505276,3,438.183195645908,177.1087705320523,21,8,1763663644.0505276
1763663644.0505276,4,74.74143760601189,201.00151587151143,3,10,1763663644.0505276
1763663644.0664396,0,105.04712856711905,224.2435933260838,5,11,1763663644.0664396
1763663644.0664396,1,581.1718690438217,77.96365076048976,29,3,1763663644.0664396
1763663644.0664396,2,208.96454644315585,197.7546934528992,10,9,1763663644.0664396
1763663644.0664396,3,438.4934942750293,176.15813139927613,21,8,1763663644.0664396
1763663644.0664396,4,73.83440351345777,200.58045868424995,3,10,1763663644.0664396
1763663644.082442,0,106.04588585211516,224.193754729924,5,11,1763663644.082442
1763663644.082442,1,581.5534351722927,78.88799230429468,29,3,1763663644.082442
1763663644.082442,2,207.96455341202795,197.7584267752296,10,9,1763663644.082442
1763663644.082442,3,438.7313118712033,175.18682156665318,21,8,1763663644.082442
1763663644.082442,4,72.87672319734571,200.2926246832502,3,10,1763663644.082442
1763663644.0981774,0,107.03873611056096,224.0743882174336,5,11,1763663644.0981774
1763663644.0981774,1,581.930441671653,79.81420291719004,29,3,1763663644.0981774
1763663644.0981774,2,206.96783855731576,197.83941750553933,10,9,1763663644.0981774
1763663644.0981774,3,439.092378596891,174.25428158381004,21,8,1763663644.0981774
1763663644.0981774,4,71.90804608155327,200.04430101273124,3,10,1763663644.0981774
1763663644.114032,0,108.01971705208496,223.8802841413128,5,11,1763663644.114032
1763663644.114032,1,582.3966720092179,80.69886628386361,29,4,1763663644.114032
1763663644.114032,2,205.96786294911055,197.83243302311996,10,9,1763663644.114032
1763663644.114032,3,439.5273500140803,173.35383732333173,21,8,1763663644.114032
1763663644.114032,4,70.93554189354549,199.81141562395092,3,9,1763663644.114032
1763663644.1300557,0,109.01738789184223,223.81207200531057,5,11,1763663644.1300557
1763663644.1300557,1,582.7962349673708,81.61557203953014,29,4,1763663644.1300557
1763663644.1300557,2,204.97745861899585,197.69423294030543,10,9,1763663644.1300557
1763663644.1300557,3,439.82566100526793,172.39936859543295,21,8,1763663644.1300557
1763663644.1300557,4,69.96489127725545,199.5709215884828,3,9,1763663644.1300557
1763663644.1462357,0,110.01738653943252,223.8104273723353,5,11,1763663644.1462357
1763663644.1462357,1,583.2445961498315,82.5094245162076,29,4,1763663644.1462357
1763663644.1462357,2,204.00679634943216,197.4537859431408,10,9,1763663644.1462357
1763663644.1462357,3,440.0509385819488,171.42507397190025,22,8,1763663644.1462357
1763663644.1462357,4,68.98194274412884,199.38704069979596,3,9,1763663644.1462357
1763663644.1625853,0,111.010123784186,223.9307301689749,5,11,1763663644.1625853
1763663644.1625853,1,583.7006304109583,83.39938673601168,29,4,1763663644.1625853
1763663644.1625853,2,203.04824742563275,197.1688579510393,10,9,1763663644.1625853
1763663644.1625853,3,440.40520280493536,170.48992860335494,22,8,1763663644.1625853
1763663644.1625853,4,67.9957595230666,199.22138245371292,3,9,1763663644.1625853
1763663644.1786976,0,111.9975431737161,224.08885337783423,5,11,1763663644.1786976
1763663644.1786976,1,584.2654149425032,84.22462514576226,29,4,1763663644.1786976
1763663644.1786976,2,202.1198758010169,196.79720471668213,10,9,1763663644.1786976
1763663644.1786976,3,440.7476549184906,169.55039331933332,22,8,1763663644.1786976
1763663644.1786976,4,67.01412703665466,199.0306007417469,3,9,1763663644.1786976
1763663644.1944258,0,112.98784516678168,224.2277848808504,5,11,1763663644.1944258
1763663644.1944258,1,584.7235713549275,85.11349673477528,29,4,1763663644.1944258
1763663644.1944258,2,201.2489171511227,196.30584839976493,10,9,1763663644.1944258
1763663644.1944258,3,441.0826156040968,168.60816121464882,22,8,1763663644.1944258
1763663644.1944258,4,66.01756253808246,198.94778045325705,3,9,1763663644.1944258
1763663644.2101133,0,113.9846967757702,224.30707466365385,5,11,1763663644.2101133
1763663644.2101133,1,585.1317951122157,86.02637863512462,29,4,1763663644.2101133
1763663644.2101133,2,200.33730456470175,195.89479792563924,10,9,1763663644.2101133
1763663644.2101133,3,441.5205867903828,167.70917220471418,22,8,1763663644.2101133
1763663644.2101133,4,65.02277864223025,198.84577554870296,3,9,1763663644.2101133
1763663644.226526,0,114.9726555989708,224.4617917075116,5,11,1763663644.226526
1763663644.226526,1,585.4466240576949,86.9755270613934,29,4,1763663644.226526
1763663644.226526,2,199.39562788380323,195.5582789385792,9,9,1763663644.226526
1763663644.226526,3,441.9265105903333,166.79526527912833,22,8,1763663644.226526
1763663644.226526,4,64.03198493564011,198.71039522893167,3,9,1763663644.226526
1763663644.2423863,0,115.970607168412,224.52576564790792,5,11,1763663644.2423863
1763663644.2423863,1,585.7460203078836,87.92965592343086,29,4,1763663644.2423863
1763663644.2423863,2,198.4450881483777,195.24767595826975,9,9,1763663644.2423863
1763663644.2423863,3,442.2620565247787,165.8532414334232,22,8,1763663644.2423863
1763663644.2423863,4,63.05813915265512,198.48318521383035,3,9,1763663644.2423863
1763663644.2581353,0,116.96719737645932,224.44325530174316,5,11,1763663644.2581353
1763663644.2581353,1,585.9766188587441,88.90270489873528,29,4,1763663644.2581353
1763663644.2581353,2,197.4936936574314,194.9397010849487,9,9,1763663644.2581353
1763663644.2581353,3,442.6949591136968,164.9518007262727,22,8,1763663644.2581353
1763663644.2581353,4,62.1160622379504,198.14778830451175,3,9,1763663644.2581353
1763663644.2748122,0,117.94574174261884,224.23721908294308,5,11,1763663644.2748122
1763663644.2748122,1,586.3121846858282,89.84472165850833,29,4,1763663644.2748122
1763663644.2748122,2,196.52730618079624,194.6826111298693,9,9,1763663644.2748122
1763663644.2748122,3,443.0619808257524,164.02158835112397,22,8,1763663644.2748122
1763663644.2748122,4,61.18518007451464,197.78246872141068,3,9,1763663644.2748122
1763663644.2914076,0,118.91106565813708,223.9761640348621,5,11,1763663644.2914076
1763663644.2914076,1,586.6042905341612,90.80110765452126,29,4,1763663644.2914076
1763663644.2914076,2,195.60657116398556,194.29242267691532,9,9,1763663644.2914076
1763663644.2914076,3,443.5271941863324,163.1363897693708,22,8,1763663644.2914076
1763663644.2914076,4,60.2190682475065,197.52434484085137,3,9,1763663644.2914076
1763663644.3074856,0,119.8654604658371,223.67761663320664,5,11,1763663644.3074856
1763663644.3074856,1,586.8443092071543,91.77187592584798,29,4,1763663644.3074856
1763663644.3074856,2,194.72002820229068,193.82977640051263,9,9,1763663644.3074856
1763663644.3074856,3,443.9393786057796,162.2252893334336,22,8,1763663644.3074856
1763663644.3074856,4,59.2951116671173,197.1418474715068,2,9,1763663644.3074856
1763663644.323741,0,120.79365528881178,223.30552206108416,6,11,1763663644.323741
1763663644.323741,1,586.9411079032053,92.7671799057671,29,4,1763663644.323741
1763663644.323741,2,193.81427850675868,193.4059633650316,9,9,1763663644.323741
1763663644.323741,3,444.47583182351184,161.38135927401828,22,8,1763663644.323741
1763663644.323741,4,58.41791813481534,196.66171050470717,2,9,1763663644.323741
1763663644.3390255,0,121.75576108017562,223.03284561137835,6,11,1763663644.3390255
1763663644.3390255,1,587.003600269268,93.76522534771044,29,4,1763663644.3390255
1763663644.3390255,2,192.94068421409207,192.91930844435333,9,9,1763663644.3390255
1763663644.3390255,3,445.0656715919948,160.5738389662142,22,8,1763663644.3390255
1763663644.3390255,4,57.53067090301692,196.2004162930959,2,9,1763663644.3390255
1763663644.3552864,0,122.71529140079568,222.7512402779581,6,11,1763663644.3552864
1763663644.3552864,1,586.9647806750465,94.7644715831822,29,4,1763663644.3552864
1763663644.3552864,2,192.0367859655876,192.49156090625343,9,9,1763663644.3552864
1763663644.3552864,3,445.76726259919394,159.86125910499356,22,7,1763663644.3552864
1763663644.3552864,4,56.60146406906229,195.83085620362195,2,9,1763663644.3552864
1763663644.3714998,0,123.7014090025374,222.5851918647312,6,11,1763663644.3714998
1763663644.3714998,1,586.8283911138585,95.75512686510368,29,4,1763663644.3714998
1763663644.3714998,2,191.1954400741437,191.9510638286013,9,9,1763663644.3714998
1763663644.3714998,3,446.38731202878034,159.07669635742673,22,7,1763663644.3714998
1763663644.3714998,4,55.63147559376544,195.587705308515,2,9,1763663644.3714998
1763663644.3873484,0,124.6624759843884,222.30887636318292,6,11,1763663644.3873484
1763663644.3873484,1,586.6349608272044,96.736240887124,29,4,1763663644.3873484
1763663644.3873484,2,190.3483275908543,191.41965020377103,9,9,1763663644.3873484
1763663644.3873484,3,447.10839040241046,158.38384285264888,22,7,1763663644.3873484
1763663644.3873484,4,54.65885893129789,195.35529010270764,2,9,1763663644.3873484
1763663644.4038646,0,125.63064242264392,222.0585690563867,6,11,1763663644.4038646
1763663644.4038646,1,586.3223303376982,97.68611570889324,29,4,1763663644.4038646
1763663644.4038646,2,189.4348335723727,191.012798046104,9,9,1763663644.4038646
1763663644.4038646,3,447.8582669294814,157.7222650460773,22,7,1763663644.4038646
1763663644.4038646,4,53.677449714521856,195.16336316549703,2,9,1763663644.4038646
1763663644.4209075,0,126.56582509040835,221.70440330717733,6,11,1763663644.4209075
1763663644.4209075,1,586.1209259671156,98.66562389135534,29,4,1763663644.4209075
1763663644.4209075,2,188.503568120733,190.64845664222253,9,9,1763663644.4209075
1763663644.4209075,3,448.5359314703608,156.9868938676682,22,7,1763663644.4209075
1763663644.4209075,4,52.72042027669867,194.8733723809196,2,9,1763663644.4209075
1763663644.4369023,0,127.53485830087428,221.4574728776753,6,11,1763663644.4369023
1763663644.4369023,1,585.8418678976458,99.6258981198254,29,4,1763663644.4369023
1763663644.4369023,2,187.60479230661028,190.21004811590487,9,9,1763663644.4369023
1763663644.4369023,3,449.2853637339176,156.32481284366878,22,7,1763663644.4369023
1763663644.4369023,4,51.75126862759272,194.62690720886644,2,9,1763663644.4369023
1763663644.4535985,0,128.52708051754414,221.33299367159336,6,11,1763663644.4535985
1763663644.4535985,1,585.5591095513777,100.58508929869213,29,5,1763663644.4535985
1763663644.4535985,2,186.74039209618425,189.7072437044133,9,9,1763663644.4535985
1763663644.4535985,3,450.0950865048768,155.73800023798432,22,7,1763663644.4535985
1763663644.4535985,4,50.77228555106555,194.4229657077604,2,9,1763663644.4535985
1763663644.46976,0,129.52573518077173,221.2811394180189,6,11,1763663644.46976
1763663644.46976,1,585.3573204186456,101.56451828841584,29,5,1763663644.46976
1763663644.46976,2,185.8492813886725,189.25345773398453,9,9,1763663644.46976
1763663644.46976,3,450.899294207267,155.14365187934592,22,7,1763663644.46976
1763663644.46976,4,49.79132581018906,194.22875451658047,2,9,1763663644.46976
